id,Lemma,POS,PL_full,PL,EN,PL_sentence,EN_sentence,media
3833,wziąć trzy dni wolnego,PHRASE,wziąć trzy dni wolnego,wziąć trzy dni wolnego,"take three days off, take a three-day leave","Muszę <b>wziąć trzy dni wolnego</b>, aby załatwić sprawy rodzinne.",I need to <b>take three days off</b> to handle family matters.,
3834,rynek pracy,NOUN,rynek pracy,rynek pracy,"labor market, job market",Obecny <b>rynek pracy</b> jest bardzo trudny dla młodych ludzi.,The current <b>labor market</b> is very difficult for young people.,
3835,związek zawodowy,NOUN,związek zawodowy,związek zawodowy,"trade union, labor union",<b>Związek zawodowy</b> negocjuje nowe warunki zatrudnienia.,The <b>trade union</b> is negotiating new terms of employment.,
3836,bezrobocie,NOUN,bezrobocie,bezrobocie,unemployment,Wysokie <b>bezrobocie</b> jest dużym problemem w tym regionie.,High <b>unemployment</b> is a major problem in this region.,
3837,zasiłek dla bezrobotnych,NOUN,zasiłek dla bezrobotnych,zasiłek dla bezrobotnych,"unemployment benefit, unemployment compensation",Po utracie pracy Marek zaczął pobierać <b>zasiłek dla bezrobotnych</b>.,"After losing his job, Marek started receiving <b>unemployment benefit</b>.",
3838,stopa bezrobocia,NOUN,stopa bezrobocia,stopa bezrobocia,unemployment rate,W ostatnim kwartale <b>stopa bezrobocia</b> znacznie spadła.,"In the last quarter, the <b>unemployment rate</b> dropped significantly.",
3839,robotnik niewykwalifikowany,NOUN,robotnik niewykwalifikowany,robotnik niewykwalifikowany,"unskilled worker, laborer",Mój brat pracuje jako <b>robotnik niewykwalifikowany</b> na budowie.,My brother works as an <b>unskilled worker</b> on a construction site.,
3840,płatny urlop,NOUN,płatny urlop,płatny urlop,"paid leave, paid vacation",Każdemu pracownikowi na umowie o pracę przysługuje <b>płatny urlop</b>.,Every employee on a contract of employment is entitled to <b>paid leave</b>.,
3841,pracować w systemie trzyzmianowym,PHRASE,pracować w systemie trzyzmianowym,pracować w systemie trzyzmianowym,"work a three-shift system, work three shifts",Trudno jest <b>pracować w systemie trzyzmianowym</b> i dbać o zdrowie.,It is difficult to <b>work a three-shift system</b> and take care of your health.,
3842,pracować jako au pair,PHRASE,pracować jako au pair,pracować jako au pair,work as an au pair,"Kasia wyjechała do Londynu, aby <b>pracować jako au pair</b>.",Kasia went to London to <b>work as an au pair</b>.,
3843,pracować na wolnej stopie,PHRASE,pracować na wolnej stopie,pracować na wolnej stopie,"work freelance, work as a freelancer",Jako grafik komputerowy wolę <b>pracować na wolnej stopie</b>.,"As a computer graphic designer, I prefer to <b>work freelance</b>.",
3844,pracownik,NOUN,pracownik,pracownik,"employee, worker",Nowy <b>pracownik</b> musi przejść obowiązkowe szkolenie BHP.,The new <b>employee</b> must undergo mandatory health and safety training.,
3845,godziny pracy,NOUN,godziny pracy,godziny pracy,"working hours, business hours",Moje <b>godziny pracy</b> są bardzo elastyczne.,My <b>working hours</b> are very flexible.,
3846,To dobrze płatna praca.,PHRASE,To dobrze płatna praca.,To dobrze płatna praca.,It's a well-paid job.,"Zostań programistą, bo <b>to dobrze płatna praca</b>.",Become a programmer because <b>it's a well-paid job</b>.,
3847,bezrobocie,NOUN,bezrobocie,bezrobocie,unemployment,<b>Bezrobocie</b> jest wysokie.,<b>Unemployment</b> is high.,
3848,pracownik,NOUN,pracownik,pracownik,"employee, worker",Tysiące <b>pracowników</b> hoteli straciło pracę.,Thousands of hotel <b>workers</b> lost their jobs.,
3849,ratownik,NOUN,ratownik,ratownik,"lifeguard, rescuer",W lecie pracował jako <b>ratownik</b> nad rzeką.,"During summer, he worked as a <b>lifeguard</b> at a river.",
3850,poziom,NOUN,poziom,poziom,"level, stage",Bezrobocie pozostaje na <b>poziomie</b> około 18%.,Unemployment stands at a <b>level</b> of nearly 18%.,
3851,praca,NOUN,praca,praca,"job, work",Próbował znaleźć <b>pracę</b>.,He tried to find <b>work</b>.,
3852,menedżer,NOUN,menedżer,menedżer,manager,Najlepiej płatną pracę mają <b>menedżerowie</b>.,<b>Managers</b> have the highest paying jobs.,
3853,stracić,VERB,stracić,stracić,to lose,Dużo osób <b>straciło</b> pracę.,Many people <b>lost</b> their jobs.,
3854,wzrosnąć,VERB,wzrosnąć,wzrosnąć,"to rise, to increase",Bezrobocie <b>wzrosło</b> do osiemnastu procent.,Unemployment has <b>risen</b> to eighteen percent.,
3855,szczęście,NOUN,szczęście,szczęście,"happiness, luck",Ta praca nie dawała mu <b>szczęścia</b>.,This work did not bring him <b>happiness</b>.,
3856,zarabiać,VERB,zarabiać,zarabiać,"to earn, to make money",<b>Zarabiał</b> mało pieniędzy.,He <b>earned</b> little money.,
3857,zarobić,VERB,zarobić,zarobić,"to earn, to make money",<b>Zarobiła</b> ponad milion dolarów.,She <b>earned</b> over one million dollars.,
3858,waluta rozliczeniowa,PHRASE,waluta rozliczeniowa,waluta rozliczeniowa,"accounting currency, settlement currency",<b>Waluta rozliczeniowa</b> została określona w umowie.,The <b>accounting currency</b> was specified in the contract.,
3859,ryzyko księgowe,PHRASE,ryzyko księgowe,ryzyko księgowe,accounting risk,Firma musi zminimalizować <b>ryzyko księgowe</b>.,The company must minimize <b>accounting risk</b>.,
3860,banknot,NOUN,banknot,banknot,"banknote, bill",Podał kasjerce <b>banknot</b> o nominale stu złotych.,He handed the cashier a hundred-zloty <b>banknote</b>.,
3861,obieg,NOUN,obieg,obieg,"circulation, cycle",Nowe monety weszły do <b>obiegu</b> w zeszłym miesiącu.,New coins entered <b>circulation</b> last month.,
3862,bez prowizji,PHRASE,bez prowizji,bez prowizji,"commission-free, no commission",Wypłaty z tego bankomatu są <b>bez prowizji</b>.,Withdrawals from this ATM are <b>commission-free</b>.,
3863,konwersja walutowa,PHRASE,konwersja walutowa,konwersja walutowa,currency conversion,<b>Konwersja walutowa</b> następuje według aktualnego kursu.,<b>Currency conversion</b> takes place at the current exchange rate.,
3864,ryzyko walutowe,PHRASE,ryzyko walutowe,ryzyko walutowe,"currency risk, exchange rate risk",Inwestorzy zagraniczni zawsze biorą pod uwagę <b>ryzyko walutowe</b>.,Foreign investors always take <b>currency risk</b> into account.,
3865,swap walutowy,PHRASE,swap walutowy,swap walutowy,currency swap,Banki komercyjne często stosują <b>swap walutowy</b>.,Commercial banks often use a <b>currency swap</b>.,
3866,waluta,NOUN,waluta,waluta,currency,Euro to wspólna <b>waluta</b> wielu krajów europejskich.,The euro is the common <b>currency</b> of many European countries.,
3867,strefa walutowa,PHRASE,strefa walutowa,strefa walutowa,"currency zone, monetary zone",Ta <b>strefa walutowa</b> obejmuje większość krajów w Europie.,This <b>currency zone</b> includes most countries in Europe.,
3868,denominacja,NOUN,denominacja,denominacja,"redenomination, currency reform",W 1995 roku w Polsce została przeprowadzona <b>denominacja</b> złotego.,"In 1995, a <b>redenomination</b> of the zloty was carried out in Poland.",
3869,dewaluacja,NOUN,dewaluacja,dewaluacja,devaluation,Gwałtowna <b>dewaluacja</b> waluty uderzyła w oszczędności obywateli.,The sudden <b>devaluation</b> of the currency hit citizens' savings.,
3870,dolar,NOUN,dolar,dolar,dollar,Amerykański <b>dolar</b> jest najważniejszą walutą na świecie.,The American <b>dollar</b> is the most important currency in the world.,
3871,strefa euro,PHRASE,strefa euro,strefa euro,eurozone,Chorwacja niedawno dołączyła do <b>strefy euro</b>.,Croatia recently joined the <b>eurozone</b>.,
3872,rynki finansowe,PHRASE,rynki finansowe,rynki finansowe,financial markets,Globalne <b>rynki finansowe</b> zareagowały na decyzję banku centralnego.,Global <b>financial markets</b> reacted to the central bank's decision.,
3873,stały kurs walutowy,PHRASE,stały kurs walutowy,stały kurs walutowy,fixed exchange rate,Niektóre kraje utrzymują <b>stały kurs walutowy</b> wobec dolara.,Some countries maintain a <b>fixed exchange rate</b> against the dollar.,
3874,płynny kurs walutowy,PHRASE,płynny kurs walutowy,płynny kurs walutowy,"floating exchange rate, floating currency",Polska stosuje <b>płynny kurs walutowy</b> dla swojej waluty.,Poland uses a <b>floating exchange rate</b> for its currency.,
3875,waluta obca,PHRASE,waluta obca,waluta obca,foreign currency,Czy mogę zapłacić w tym sklepie <b>walutą obcą</b>?,Can I pay in <b>foreign currency</b> in this shop?,
3876,twarda waluta,PHRASE,twarda waluta,twarda waluta,hard currency,W czasach kryzysu ludzie wolą trzymać oszczędności w <b>twardej walucie</b>.,"In times of crisis, people prefer to keep their savings in <b>hard currency</b>.",
3877,awers,NOUN,awers,awers,"obverse, heads",Na <b>awersie</b> monety znajduje się godło państwowe.,"On the <b>obverse</b> of the coin, there is the national emblem.",
3878,mikrodruk,NOUN,mikrodruk,mikrodruk,microprinting,Na banknocie zastosowano <b>mikrodruk</b> jako zabezpieczenie przed fałszowaniem.,<b>Microprinting</b> was used on the banknote as a security feature against counterfeiting.,
3879,mennica,NOUN,mennica,mennica,mint,Państwowa <b>mennica</b> bije nowe monety każdego roku.,The state <b>mint</b> strikes new coins every year.,
3880,koszyk walutowy,PHRASE,koszyk walutowy,koszyk walutowy,"currency basket, monetary basket",Wartość tej jednostki opiera się na <b>koszyku walutowym</b> kilku państw.,The value of this unit is based on a <b>currency basket</b> of several countries.,
3881,funt,NOUN,funt,funt,"pound, pound sterling",Ile kosztuje obecnie brytyjski <b>funt</b>?,How much is the British <b>pound</b> currently worth?,
3882,waluta rezerwowa,PHRASE,waluta rezerwowa,waluta rezerwowa,reserve currency,Dolar amerykański pozostaje główną światową <b>walutą rezerwową</b>.,The US dollar remains the world's main <b>reserve currency</b>.,
3883,rubel,NOUN,rubel,rubel,"ruble, rouble",Rosyjski <b>rubel</b> stracił znacznie na wartości w ostatnim roku.,The Russian <b>ruble</b> has lost significant value over the last year.,
3884,wymienić korony estońskie na euro,PHRASE,wymienić korony estońskie na euro,wymienić korony estońskie na euro,"exchange Estonian kroons for euros, swap kroons for euros",Chciałbym <b>wymienić korony estońskie na euro</b> w tym kantorze.,I would like to <b>exchange Estonian kroons for euros</b> at this exchange office.,
3885,frank szwajcarski,PHRASE,frank szwajcarski,frank szwajcarski,Swiss franc,Wielu Polaków spłaca kredyty hipoteczne we <b>frankach szwajcarskich</b>.,Many Poles are paying off mortgages in <b>Swiss francs</b>.,
3886,ryzyko transakcyjne,PHRASE,ryzyko transakcyjne,ryzyko transakcyjne,transaction risk,Firmy prowadzące handel międzynarodowy muszą uwzględniać <b>ryzyko transakcyjne</b>.,Companies conducting international trade must take <b>transaction risk</b> into account.,
3887,znak wodny,NOUN,znak wodny,znak wodny,watermark,Ten banknot ma wyraźny <b>znak wodny</b>.,This banknote has a clear <b>watermark</b>.,
3888,jen,NOUN,jen,jen,yen,Kurs <b>jena</b> japońskiego jest dzisiaj stabilny.,The Japanese <b>yen</b> exchange rate is stable today.,
3889,przydział akcji,NOUN,przydział akcji,przydział akcji,"allotment of shares, share allocation",Inwestorzy czekają na <b>przydział akcji</b> nowej spółki.,Investors are waiting for the <b>allotment of shares</b> of the new company.,
3890,rynek niedźwiedzia,NOUN,rynek niedźwiedzia,rynek niedźwiedzia,bear market,Na giełdzie od kilku miesięcy panuje <b>rynek niedźwiedzia</b>.,A <b>bear market</b> has prevailed on the stock exchange for several months.,
3891,akcja na okaziciela,NOUN,akcja na okaziciela,akcja na okaziciela,bearer share,<b>Akcja na okaziciela</b> zapewnia pełną anonimowość jej właścicielowi.,A <b>bearer share</b> provides full anonymity to its owner.,
3892,rynek obligacji,NOUN,rynek obligacji,rynek obligacji,bond market,<b>Rynek obligacji</b> gwałtownie zareagował na podwyżkę stóp procentowych.,The <b>bond market</b> reacted sharply to the interest rate hike.,
3893,obligacja,NOUN,obligacja,obligacja,"bond, debenture",<b>Obligacja</b> skarbowa jest uważana za bezpieczną inwestycję.,A treasury <b>bond</b> is considered a safe investment.,
3894,rynek byka,NOUN,rynek byka,rynek byka,bull market,"Analitycy przewidują, że wkrótce powróci <b>rynek byka</b>.",Analysts predict that a <b>bull market</b> will return soon.,
3895,rynek kapitałowy,NOUN,rynek kapitałowy,rynek kapitałowy,capital market,Polski <b>rynek kapitałowy</b> przyciąga coraz więcej zagranicznych inwestorów.,The Polish <b>capital market</b> is attracting more and more foreign investors.,
3896,rodzaj akcji,NOUN,rodzaj akcji,rodzaj akcji,"class of share, share class",Każdy <b>rodzaj akcji</b> daje inne prawo do głosu na walnym zgromadzeniu.,Each <b>class of share</b> gives different voting rights at the general meeting.,
3897,giełda towarowa,NOUN,giełda towarowa,giełda towarowa,commodity exchange,Cena pszenicy na <b>giełdzie towarowej</b> w Chicago znacząco wzrosła.,The price of wheat on the Chicago <b>commodity exchange</b> has increased significantly.,
3898,giełda,NOUN,giełda,giełda,"stock exchange, market",Warszawska <b>giełda</b> odnotowała dziś rekordowe obroty.,The Warsaw <b>stock exchange</b> recorded record turnover today.,
3899,posiadacz,NOUN,posiadacz,posiadacz,"holder, owner, possessor",Każdy <b>posiadacz</b> akcji ma prawo do udziału w zyskach firmy.,Every share <b>holder</b> has the right to participate in the company's profits.,
3900,emisja obligacji,NOUN,emisja obligacji,emisja obligacji,"issuance of bonds, bond issue",<b>Emisja obligacji</b> korporacyjnych pomogła sfinansować nową fabrykę.,The <b>issuance of bonds</b> by the corporation helped finance a new factory.,
3901,emitować akcje,VERB,emitować akcje,emitować akcje,to issue shares,"Spółka planuje <b>emitować akcje</b>, aby pozyskać kapitał na rozwój.",The company plans to <b>issue shares</b> to raise capital for development.,
3902,emitent,NOUN,emitent,emitent,issuer,Skarb Państwa jest największym <b>emitentem</b> papierów wartościowych w kraju.,The State Treasury is the largest <b>issuer</b> of securities in the country.,
3903,obligacja komunalna,NOUN,obligacja komunalna,obligacja komunalna,municipal bond,Miasto wydało <b>obligacje komunalne</b> na budowę nowej linii metra.,The city issued <b>municipal bonds</b> for the construction of a new metro line.,
3904,grać na giełdzie,PHRASE,grać na giełdzie,grać na giełdzie,"to play the market, trade on the exchange",Mój brat zaczął <b>grać na giełdzie</b> jeszcze podczas studiów.,My brother started <b>playing the stock market</b> while still at university.,
3905,akcja uprzywilejowana,NOUN,akcja uprzywilejowana,akcja uprzywilejowana,"preference share, preferred stock",<b>Akcja uprzywilejowana</b> daje pierwszeństwo przy wypłacie dywidendy.,A <b>preference share</b> gives priority during dividend payments.,
3906,rynek pierwotny,NOUN,rynek pierwotny,rynek pierwotny,primary market,Nowe papiery wartościowe są najpierw oferowane na <b>rynku pierwotnym</b>.,New securities are first offered on the <b>primary market</b>.,
3907,oferta publiczna,PHRASE,oferta publiczna,oferta publiczna,"public offering, public offer",Spółka przygotowuje <b>ofertę publiczną</b> akcji.,The company is preparing a <b>public offering</b> of shares.,
3908,akcja imienna,PHRASE,akcja imienna,akcja imienna,registered share,<b>Akcja imienna</b> uprawnia konkretną osobę do dywidendy.,A <b>registered share</b> entitles a specific person to a dividend.,
3909,rynek wtórny,PHRASE,rynek wtórny,rynek wtórny,secondary market,Większość inwestorów handluje na <b>rynku wtórnym</b>.,Most investors trade on the <b>secondary market</b>.,
3910,papier wartościowy,PHRASE,papier wartościowy,papier wartościowy,"security, financial instrument",Czym właściwie jest <b>papier wartościowy</b>?,What exactly is a <b>security</b>?,
3911,giełda papierów wartościowych,PHRASE,giełda papierów wartościowych,giełda papierów wartościowych,stock exchange,<b>Giełda papierów wartościowych</b> w Warszawie jest największa w regionie.,The Warsaw <b>Stock Exchange</b> is the largest in the region.,
3912,krach giełdowy,PHRASE,krach giełdowy,krach giełdowy,stock market crash,<b>Krach giełdowy</b> doprowadził do bankructwa wielu firm.,The <b>stock market crash</b> led to the bankruptcy of many companies.,
3913,reklamować,VERB,reklamować,reklamować,"advertise, promote, publicize",Firma chce <b>reklamować</b> swoje produkty w telewizji.,The company wants to <b>advertise</b> its products on television.,
3914,ogłoszenie,NOUN,ogłoszenie,ogłoszenie,"advertisement, announcement, notice",Widziałem <b>ogłoszenie</b> o pracę w gazecie.,I saw a job <b>advertisement</b> in the newspaper.,
3915,reklamodawca,NOUN,reklamodawca,reklamodawca,advertiser,<b>Reklamodawca</b> musi zapłacić za czas antenowy.,The <b>advertiser</b> must pay for the airtime.,
3916,agencja reklamowa,PHRASE,agencja reklamowa,agencja reklamowa,advertising agency,Ta <b>agencja reklamowa</b> stworzyła genialną kampanię.,This <b>advertising agency</b> created a brilliant campaign.,
3917,kampania reklamowa,PHRASE,kampania reklamowa,kampania reklamowa,advertising campaign,Nowa <b>kampania reklamowa</b> ruszy w przyszłym miesiącu.,A new <b>advertising campaign</b> will launch next month.,
3918,reklama,NOUN,reklama,reklama,"advertisement, advertising, commercial",Ta <b>reklama</b> jest bardzo irytująca.,This <b>advertisement</b> is very annoying.,
3919,analityk,NOUN,analityk,analityk,analyst,<b>Analityk</b> finansowy przygotował raport kwartalny.,The financial <b>analyst</b> prepared a quarterly report.,
3920,baner,NOUN,baner,baner,banner,Na stronie głównej pojawił się wielki <b>baner</b>.,A large <b>banner</b> appeared on the home page.,
3921,świadomość marki,PHRASE,świadomość marki,świadomość marki,brand awareness,Celem działań jest zwiększenie <b>świadomości marki</b>.,The goal of the activities is to increase <b>brand awareness</b>.,
3922,marka,NOUN,marka,marka,"brand, make, mark",Ta polska <b>marka</b> odnosi sukcesy za granicą.,This Polish <b>brand</b> is successful abroad.,
3923,gadżet,NOUN,gadżet,gadżet,"gadget, gizmo",Ten nowy <b>gadżet</b> ułatwia codzienne gotowanie.,This new <b>gadget</b> makes everyday cooking easier.,
3924,badanie rynku,PHRASE,badanie rynku,badanie rynku,market research,Przeprowadziliśmy <b>badanie rynku</b> przed wprowadzeniem produktu.,We conducted <b>market research</b> before introducing the product.,
3925,cykl marketingowy,PHRASE,cykl marketingowy,cykl marketingowy,marketing cycle,Każdy produkt przechodzi przez ten sam <b>cykl marketingowy</b>.,Every product goes through the same <b>marketing cycle</b>.,
3926,marketing,NOUN,marketing,marketing,marketing,Skuteczny <b>marketing</b> jest kluczem do sukcesu firmy.,Effective <b>marketing</b> is the key to a company's success.,
3927,perswazja,NOUN,perswazja,perswazja,"persuasion, coaxing","Użyła całej swojej siły **perswazji**, aby nakłonić go do zmiany zdania.",She used all her power of **persuasion** to induce him to change his mind.,
3928,afisz,NOUN,afisz,afisz,"poster, placard, bill",Na murze wisiał duży **afisz** zapowiadający nadchodzący koncert.,A large **poster** announcing the upcoming concert was hanging on the wall.,
3929,produkt,NOUN,produkt,produkt,"product, commodity",Firma wprowadza na rynek nowy **produkt** przeznaczony dla alergików.,The company is launching a new **product** designed for allergy sufferers on the market.,
3930,promować,VERB,promować,promować,"to promote, to advertise",Znani influencerzy często **promują** marki odzieżowe w mediach społecznościowych.,Famous influencers often **promote** clothing brands on social media.,
3931,promocja,NOUN,promocja,promocja,"promotion, special offer, sale",W tym tygodniu w supermarkecie jest świetna **promocja** na owoce.,There is a great **special offer** on fruit at the supermarket this week.,
3932,prospekt,NOUN,prospekt,prospekt,"prospectus, brochure, leaflet",Inwestorzy dokładnie przeanalizowali **prospekt** emisyjny przed zakupem akcji.,Investors carefully analyzed the emission **prospectus** before buying shares.,
3933,jakość,NOUN,jakość,jakość,"quality, grade",Wysoka **jakość** wykonania jest znakiem rozpoznawczym tej fabryki.,High **quality** of workmanship is the hallmark of this factory.,
3934,hasło,NOUN,hasło,hasło,"slogan, motto",Ich nowe reklamowe **hasło** jest bardzo chwytliwe i łatwe do zapamiętania.,Their new advertising **slogan** is very catchy and easy to remember.,
3935,hasło,NOUN,hasło,hasło,"password, code",Nigdy nie udostępniaj nikomu swojego **hasła** do konta bankowego.,Never share your bank account **password** with anyone.,
3936,sponsoring,NOUN,sponsoring,sponsoring,sponsorship,Bez **sponsoringu** lokalna drużyna nie mogłaby pojechać na mistrzostwa.,"Without **sponsorship**, the local team would not have been able to go to the championships.",
3937,strategia,NOUN,strategia,strategia,strategy,Nasza **strategia** biznesowa zakłada ekspansję na rynki azjatyckie.,Our business **strategy** involves expansion into Asian markets.,
3938,grupa docelowa,PHRASE,grupa docelowa,grupa docelowa,"target audience, target group",Kto jest główną **grupą docelową** waszej najnowszej kampanii?,Who is the main **target audience** of your latest campaign?,
3939,bilans płatniczy,PHRASE,bilans płatniczy,bilans płatniczy,balance of payments,Ujemny **bilans płatniczy** kraju może prowadzić do osłabienia waluty.,A negative **balance of payments** of a country can lead to a weakening of the currency.,
3940,konsument,NOUN,konsument,konsument,consumer,Współczesny **konsument** ma bardzo łatwy dostęp do informacji o produktach.,The modern **consumer** has very easy access to information about products.,
3941,konsumpcja,NOUN,konsumpcja,konsumpcja,"consumption, intake",Wysoka **konsumpcja** wewnętrzna napędza wzrost gospodarczy kraju.,High domestic **consumption** drives the country's economic growth.,
3942,inflacja pełzająca,PHRASE,inflacja pełzająca,inflacja pełzająca,creeping inflation,**Inflacja pełzająca** jest zazwyczaj trudna do zauważenia w codziennych wydatkach.,**Creeping inflation** is usually difficult to notice in everyday expenses.,
3943,koszty obsługi długu,PHRASE,koszty obsługi długu,koszty obsługi długu,debt-servicing costs,Rosnące stopy procentowe gwałtownie zwiększyły **koszty obsługi długu** publicznego.,Rising interest rates have sharply increased public **debt-servicing costs**.,
3944,kryzys gospodarczy,PHRASE,kryzys gospodarczy,kryzys gospodarczy,"economic crisis, recession",Globalny **kryzys gospodarczy** wpłynął negatywnie na kondycję wielu przedsiębiorstw.,The global **economic crisis** negatively affected the condition of many enterprises.,
3945,wzrost gospodarczy,PHRASE,wzrost gospodarczy,wzrost gospodarczy,economic growth,"Rząd prognozuje, że w przyszłym roku **wzrost gospodarczy** wyniesie trzy procent.",The government forecasts that **economic growth** will reach three percent next year.,
3946,ekonomista,NOUN,ekonomista,ekonomista,economist,Główny **ekonomista** banku skomentował najnowsze dane dotyczące bezrobocia.,The bank's chief **economist** commented on the latest unemployment data.,
3947,gospodarka,NOUN,gospodarka,gospodarka,economy,Stabilna **gospodarka** jest kluczem do dobrobytu wszystkich obywateli.,A stable **economy** is the key to the prosperity of all citizens.,
3948,czynniki produkcji,PHRASE,czynniki produkcji,czynniki produkcji,factors of production,Ziemia i praca to główne <b>czynniki produkcji</b>.,Land and labor are the main <b>factors of production</b>.,
3949,podatek liniowy,PHRASE,podatek liniowy,podatek liniowy,flat tax,Rząd rozważa wprowadzenie <b>podatku liniowego</b> dla wszystkich przedsiębiorców.,The government is considering the introduction of a <b>flat tax</b> for all entrepreneurs.,
3950,gospodarka wolnorynkowa,PHRASE,gospodarka wolnorynkowa,gospodarka wolnorynkowa,free-market economy,Polska przeszła na <b>gospodarkę wolnorynkową</b> na początku lat dziewięćdziesiątych.,Poland transitioned to a <b>free-market economy</b> at the beginning of the nineties.,
3951,galopująca inflacja,PHRASE,galopująca inflacja,galopująca inflacja,galloping inflation,<b>Galopująca inflacja</b> szybko niszczy oszczędności wielu obywateli.,<b>Galloping inflation</b> is quickly destroying the savings of many citizens.,
3952,towary i usługi,PHRASE,towary i usługi,towary i usługi,goods and services,Podatkiem VAT są objęte niemal wszystkie <b>towary i usługi</b>.,VAT applies to almost all <b>goods and services</b>.,
3953,inflacja,NOUN,inflacja,inflacja,inflation,Wysoka <b>inflacja</b> drastycznie obniża siłę nabywczą pieniądza.,High <b>inflation</b> drastically reduces the purchasing power of money.,
3954,stopa inflacji,PHRASE,stopa inflacji,stopa inflacji,inflation rate,W tym miesiącu roczna <b>stopa inflacji</b> nieznacznie spadła.,"This month, the annual <b>inflation rate</b> fell slightly.",
3955,liberalizacja,NOUN,liberalizacja,liberalizacja,liberalization,<b>Liberalizacja</b> handlu doprowadziła do znacznego wzrostu konkurencji.,The <b>liberalization</b> of trade led to a significant increase in competition.,
3956,produkcja,NOUN,produkcja,produkcja,"production, manufacturing",Krajowa <b>produkcja</b> przemysłowa wzrosła w tym kwartale o pięć procent.,Domestic industrial <b>production</b> increased by five percent this quarter.,
3957,gospodarka rynkowa,PHRASE,gospodarka rynkowa,gospodarka rynkowa,market economy,W <b>gospodarce rynkowej</b> ceny są ustalane przez mechanizm popytu i podaży.,"In a <b>market economy</b>, prices are determined by the mechanism of demand and supply.",
3958,środki produkcji,PHRASE,środki produkcji,środki produkcji,means of production,W tamtym systemie państwo kontrolowało wszystkie <b>środki produkcji</b>.,"In that system, the state controlled all <b>means of production</b>.",
3959,gospodarka narodowa,PHRASE,gospodarka narodowa,gospodarka narodowa,national economy,Turystyka stanowi bardzo ważną część naszej <b>gospodarki narodowej</b>.,Tourism constitutes a very important part of our <b>national economy</b>.,
3960,gospodarka planowa,PHRASE,gospodarka planowa,gospodarka planowa,planned economy,W <b>gospodarce planowej</b> to rząd decyduje o wielkości produkcji.,"In a <b>planned economy</b>, it is the government that decides on the volume of production.",
3961,własność prywatna,PHRASE,własność prywatna,własność prywatna,private property,Konstytucja gwarantuje nienaruszalność i ochronę <b>własności prywatnej</b>.,The constitution guarantees the inviolability and protection of <b>private property</b>.,
3962,sektor prywatny,PHRASE,sektor prywatny,sektor prywatny,private sector,Obecnie większość nowych miejsc pracy tworzy <b>sektor prywatny</b>.,"Currently, most new jobs are created by the <b>private sector</b>.",
3963,prywatyzacja,NOUN,prywatyzacja,prywatyzacja,privatization,<b>Prywatyzacja</b> dużych przedsiębiorstw państwowych była procesem kontrowersyjnym.,The <b>privatization</b> of large state-owned enterprises was a controversial process.,
3964,koszty produkcji,PHRASE,koszty produkcji,koszty produkcji,production costs,Gwałtowny wzrost cen energii znacznie podniósł <b>koszty produkcji</b>.,The sudden increase in energy prices significantly raised <b>production costs</b>.,
3965,dług publiczny,PHRASE,dług publiczny,dług publiczny,public debt,Rząd stara się za wszelką cenę ograniczyć <b>dług publiczny</b>.,The government is trying at all costs to limit the <b>public debt</b>.,
3966,sektor publiczny,PHRASE,sektor publiczny,sektor publiczny,public sector,Pracownicy zatrudnieni w <b>sektorze publicznym</b> domagają się podwyżek płac.,Employees working in the <b>public sector</b> are demanding pay raises.,
3967,recesja,NOUN,recesja,recesja,recession,"Wiele krajów obawia się, że nadchodzi długa i głęboka <b>recesja</b>.",Many countries fear that a long and deep <b>recession</b> is coming.,
3968,opieka społeczna,PHRASE,opieka społeczna,opieka społeczna,"social welfare, social security","Ona korzysta z <b>opieki społecznej</b>, aby opłacić rachunki.",She uses <b>social welfare</b> to pay her bills.,
3969,koszty życia,PHRASE,koszty życia,koszty życia,cost of living,W dużych miastach <b>koszty życia</b> są znacznie wyższe.,"In big cities, the <b>cost of living</b> is much higher.",
3970,podatek,NOUN,podatek,podatek,tax,Każdy obywatel musi płacić <b>podatek</b> dochodowy.,Every citizen must pay income <b>tax</b>.,
3971,oszustwo podatkowe,PHRASE,oszustwo podatkowe,oszustwo podatkowe,"tax evasion, tax fraud",Został oskarżony o <b>oszustwo podatkowe</b> na dużą skalę.,He was accused of large-scale <b>tax fraud</b>.,
3972,opodatkowanie,NOUN,opodatkowanie,opodatkowanie,taxation,System <b>opodatkowania</b> w tym kraju jest bardzo skomplikowany.,The system of <b>taxation</b> in this country is very complicated.,
3973,inflacja,NOUN,inflacja,inflacja,inflation,<b>Inflacja</b> będzie nadal rosła w nadchodzącym roku.,<b>Inflation</b> will continue to grow in the coming year.,
3974,podatek dochodowy,PHRASE,podatek dochodowy,podatek dochodowy,income tax,Nie zapłacił <b>podatku dochodowego</b> w wyznaczonym terminie.,He failed to pay his <b>income tax</b> by the deadline.,
3975,płacić podatki,PHRASE,płacić podatki,płacić podatki,pay taxes,Wszyscy obywatele muszą <b>płacić podatki</b> dla dobra wspólnego.,All citizens must <b>pay taxes</b> for the common good.,
3976,podatnik,NOUN,podatnik,podatnik,taxpayer,Ostatecznie za wszystkie błędy rządu zapłacą <b>podatnicy</b>.,"Ultimately, the <b>taxpayers</b> will pay for all the government's mistakes.",
3977,gospodarka,NOUN,gospodarka,gospodarka,economy,Sytuacja w krajowej <b>gospodarce</b> powoli się poprawia.,The situation in the national <b>economy</b> is slowly improving.,
